SAFETY_SCORE,YEAR,TOTAL_MILES_DONE,BATTERY_HEALTH,TYRE_PRESSURE,FUEL_LEVEL,OIL_LEVEL
65,2010,46839,GOOD,33,11,33
71,2012,25891,GOOD,33,98,81
98,2005,36017,AVERAGE,30,28,65
50,2020,19964,AVERAGE,34,0,98
72,2010,29562,GOOD,32,14,47
98,2017,5220,AVERAGE,33,54,98
50,2005,5220,AVERAGE,31,28,98
51,2005,5220,AVERAGE,30,0,98
88,2005,94905,GOOD,30,15,98
50,2020,97094,AVERAGE,30,86,92
98,2019,5220,AVERAGE,32,59,98
89,2013,5220,GOOD,30,51,51
70,2010,55568,AVERAGE,30,17,86
85,2006,5220,AVERAGE,33,69,0
68,2018,29952,GOOD,33,45,82
89,2008,30900,AVERAGE,34,13,43
50,2014,82420,GOOD,32,52,98
80,2016,92853,AVERAGE,32,40,98
50,2012,5220,GOOD,32,98,57
91,2009,82117,AVERAGE,34,98,98
88,2018,60158,AVERAGE,31,98,86
54,2013,5220,GOOD,31,41,98
98,2005,75942,AVERAGE,30,42,62
86,2011,89752,GOOD,32,98,98
50,2006,5220,AVERAGE,32,13,98
50,2005,48267,AVERAGE,32,18,30
92,2013,79049,AVERAGE,31,0,98
84,2005,51258,GOOD,33,98,98
82,2013,30059,AVERAGE,31,25,71
98,2010,5220,GOOD,30,98,63
97,2011,80059,AVERAGE,30,18,0
83,2020,23864,AVERAGE,31,49,98
98,2010,15019,AVERAGE,30,2,28
70,2015,88455,AVERAGE,30,0,81
98,2008,99783,GOOD,30,0,76
69,2005,9288,AVERAGE,30,0,98
53,2007,5220,AVERAGE,32,28,83
69,2020,99783,GOOD,34,68,73
89,2018,11892,GOOD,31,0,98
98,2005,20416,AVERAGE,31,0,85
81,2012,5220,GOOD,32,63,33
79,2014,99783,AVERAGE,34,98,98
98,2019,5220,AVERAGE,34,24,98
98,2005,43152,AVERAGE,33,7,98
77,2016,36779,AVERAGE,31,31,98
98,2007,32342,AVERAGE,31,96,98
65,2008,5220,AVERAGE,31,98,33
50,2012,63718,GOOD,32,98,0
61,2011,17598,GOOD,30,71,98
94,2012,5220,AVERAGE,30,0,81
88,2013,39504,AVERAGE,31,39,88
60,2005,36729,AVERAGE,31,54,75
50,2005,56133,AVERAGE,31,25,24
67,2008,5220,GOOD,33,6,14
50,2005,30954,AVERAGE,31,65,45
92,2006,99783,GOOD,30,0,84
77,2013,48992,GOOD,30,82,78
74,2020,5220,AVERAGE,34,37,59
51,2013,9339,GOOD,33,67,80
77,2010,5220,AVERAGE,31,15,76
89,2006,86254,AVERAGE,33,98,81
50,2006,96353,AVERAGE,32,98,56
77,2012,98123,AVERAGE,30,8,86
58,2008,63816,AVERAGE,34,98,98
56,2008,5220,GOOD,30,40,98
70,2005,5220,AVERAGE,32,30,29
50,2005,74032,AVERAGE,33,32,68
50,2020,55303,GOOD,34,40,98
71,2015,85960,AVERAGE,34,61,98
50,2006,31789,GOOD,30,4,0
56,2011,5220,AVERAGE,32,6,98
84,2008,99783,AVERAGE,32,41,32
50,2011,5220,AVERAGE,30,45,66
59,2020,74706,AVERAGE,33,98,98
66,2012,5220,AVERAGE,32,41,98
80,2020,26568,AVERAGE,32,0,98
53,2020,99783,AVERAGE,30,10,98
50,2012,23152,AVERAGE,33,70,11
77,2018,5220,AVERAGE,30,1,70
89,2005,21165,AVERAGE,30,24,73
98,2005,14990,AVERAGE,31,98,98
51,2012,77200,AVERAGE,34,66,36
50,2012,79934,AVERAGE,33,29,12
54,2007,38045,GOOD,32,64,53
53,2005,46214,GOOD,31,60,98
89,2010,64915,GOOD,31,39,98
68,2007,94160,AVERAGE,30,64,98
83,2005,66307,AVERAGE,34,43,98
65,2020,5220,GOOD,32,0,98
81,2018,57081,GOOD,30,48,98
84,2005,5220,GOOD,34,65,76
94,2014,25106,AVERAGE,30,48,79
60,2012,56459,AVERAGE,31,91,98
85,2005,77313,GOOD,32,5,98
87,2007,6905,GOOD,31,3,98
78,2005,99783,GOOD,33,0,98
68,2005,5220,AVERAGE,31,47,90
50,2005,46583,AVERAGE,33,98,59
60,2013,5220,GOOD,31,35,16
50,2005,77275,AVERAGE,33,49,75
62,2006,84006,GOOD,34,98,0
98,2005,23589,AVERAGE,33,0,96
50,2016,41529,AVERAGE,30,5,69
81,2020,81825,AVERAGE,32,98,0
69,2006,22381,GOOD,34,9,98
98,2005,55453,AVERAGE,30,23,98
98,2015,46481,AVERAGE,32,36,70
50,2005,5220,GOOD,30,0,15
71,2012,54103,GOOD,33,92,55
88,2009,5220,AVERAGE,34,0,29
56,2019,42056,GOOD,32,1,40
62,2012,43713,GOOD,32,98,19
50,2010,5220,GOOD,31,83,0
78,2005,49402,AVERAGE,30,25,98
98,2018,5220,AVERAGE,32,0,14
56,2010,50845,AVERAGE,34,28,76
81,2017,25465,GOOD,30,0,98
96,2012,99783,AVERAGE,33,23,98
59,2007,5220,AVERAGE,33,0,59
69,2010,99783,AVERAGE,31,48,98
73,2015,5220,GOOD,33,0,98
50,2013,86324,AVERAGE,31,58,59
76,2005,69064,AVERAGE,34,1,85
77,2006,5220,AVERAGE,30,0,98
98,2014,44883,AVERAGE,33,47,16
50,2008,55801,AVERAGE,32,6,98
56,2020,21185,GOOD,31,83,42
50,2005,90939,AVERAGE,34,98,76
50,2011,33856,AVERAGE,30,7,76
98,2007,99783,AVERAGE,34,48,98
98,2005,99783,AVERAGE,32,98,38
90,2007,97884,AVERAGE,34,79,79
91,2020,20425,GOOD,30,0,98
70,2012,5220,GOOD,30,0,74
89,2020,5220,AVERAGE,33,0,0
50,2020,99783,AVERAGE,30,30,98
50,2018,21699,AVERAGE,32,0,98
98,2005,73496,AVERAGE,32,67,98
84,2019,21093,AVERAGE,31,0,69
50,2005,40157,AVERAGE,34,0,98
50,2007,56720,AVERAGE,31,64,35
53,2005,96833,AVERAGE,33,47,98
65,2005,5220,AVERAGE,34,0,42
50,2008,13468,GOOD,32,0,98
75,2005,34384,AVERAGE,31,13,82
62,2007,27373,AVERAGE,30,0,0
92,2011,23559,GOOD,31,6,78
98,2005,5220,AVERAGE,32,2,98
50,2010,29523,AVERAGE,33,0,64
98,2019,64088,AVERAGE,31,36,98
77,2017,41076,GOOD,31,43,98
58,2013,38102,AVERAGE,34,41,85
50,2005,87835,AVERAGE,33,75,52
56,2010,26216,AVERAGE,31,94,98
80,2007,5220,AVERAGE,33,0,29
59,2013,5220,GOOD,30,53,98
50,2020,84241,AVERAGE,30,44,98
76,2005,95992,AVERAGE,34,67,85
50,2011,51202,AVERAGE,34,0,65
66,2019,5220,AVERAGE,33,24,0
98,2012,32019,GOOD,31,0,98
87,2005,5220,GOOD,30,98,0
92,2005,5220,GOOD,31,0,98
68,2005,53919,GOOD,31,0,98
88,2005,26386,AVERAGE,32,33,98
53,2020,99783,AVERAGE,31,60,41
85,2014,38126,AVERAGE,32,0,82
98,2006,99783,AVERAGE,31,0,98
72,2005,5220,AVERAGE,34,13,98
98,2010,15535,GOOD,34,18,82
63,2015,39857,GOOD,33,79,30
90,2017,51066,GOOD,31,0,98
50,2010,99783,GOOD,30,98,27
86,2010,50237,GOOD,30,0,89
50,2020,5220,AVERAGE,33,0,44
94,2020,47178,AVERAGE,31,0,16
64,2014,5220,GOOD,30,98,69
50,2006,5220,GOOD,34,64,97
67,2019,50158,AVERAGE,30,14,0
92,2020,5220,AVERAGE,33,0,50
62,2005,22443,AVERAGE,34,42,98
50,2020,5220,AVERAGE,33,4,75
84,2012,47058,AVERAGE,30,47,98
50,2020,61439,AVERAGE,34,55,98
50,2019,41142,AVERAGE,34,7,98
89,2008,80823,AVERAGE,32,98,98
78,2020,26166,AVERAGE,30,18,57
98,2005,93274,GOOD,34,58,98
98,2017,32648,AVERAGE,31,49,48
98,2011,44038,GOOD,30,8,98
78,2014,33956,AVERAGE,30,0,13
71,2005,61329,AVERAGE,34,31,20
50,2012,5220,GOOD,31,74,80
98,2013,43706,GOOD,30,0,71
80,2005,99783,AVERAGE,33,10,83
50,2019,13480,AVERAGE,30,98,0
90,2011,99783,AVERAGE,33,37,98
78,2005,32379,AVERAGE,33,3,60
78,2005,30945,GOOD,30,4,98
98,2019,41677,AVERAGE,34,0,79
71,2005,99783,GOOD,31,58,98
82,2012,99783,AVERAGE,32,77,34
62,2013,88547,GOOD,30,19,18
50,2007,5220,AVERAGE,34,8,23
66,2018,21071,GOOD,34,0,94
59,2009,99783,AVERAGE,30,98,19
87,2012,6275,AVERAGE,34,56,23
98,2005,7334,AVERAGE,30,0,72
98,2005,70093,AVERAGE,30,2,98
50,2006,5220,AVERAGE,33,54,83
65,2005,99783,AVERAGE,33,65,98
98,2013,30907,AVERAGE,31,10,82
84,2005,36958,AVERAGE,33,21,4
74,2005,5220,GOOD,30,0,98
92,2020,49778,AVERAGE,32,0,98
75,2020,72286,AVERAGE,30,69,49
62,2014,5220,AVERAGE,30,98,74
55,2005,32423,AVERAGE,34,34,34
82,2005,92133,AVERAGE,31,0,24
50,2016,99783,GOOD,30,32,98
98,2005,5220,AVERAGE,34,10,46
64,2008,22432,AVERAGE,31,98,0
69,2005,29602,AVERAGE,30,65,81
63,2005,32601,AVERAGE,34,79,61
68,2009,42531,AVERAGE,30,49,98
98,2020,75322,GOOD,30,45,35
81,2011,5220,GOOD,30,35,82
50,2012,5220,AVERAGE,31,6,49
97,2010,20259,AVERAGE,31,74,19
54,2010,5220,AVERAGE,33,19,11
67,2012,14853,GOOD,30,24,98
61,2012,68606,AVERAGE,33,42,71
94,2014,99783,AVERAGE,34,94,81
50,2006,5220,AVERAGE,31,0,84
57,2013,17172,GOOD,30,61,4
98,2005,74311,AVERAGE,30,70,61
98,2020,96668,AVERAGE,30,20,98
98,2005,99783,AVERAGE,33,68,98
83,2011,5220,GOOD,34,0,98
88,2005,93630,AVERAGE,34,58,81
50,2014,22613,AVERAGE,30,0,98
67,2012,5220,AVERAGE,30,0,30
57,2006,14339,AVERAGE,30,61,41
58,2017,5220,GOOD,32,20,72
98,2011,99783,GOOD,30,20,67
98,2010,74693,AVERAGE,32,40,98
50,2012,26113,AVERAGE,30,0,98
80,2016,94498,AVERAGE,34,65,70
50,2005,5220,AVERAGE,33,0,98
68,2007,44139,AVERAGE,30,39,57
71,2005,82354,AVERAGE,33,98,33
69,2010,43166,GOOD,33,98,98
93,2007,21964,GOOD,33,0,0
98,2005,53934,AVERAGE,30,16,98
71,2005,99783,GOOD,32,26,98
83,2005,62241,AVERAGE,34,10,61
86,2005,64993,AVERAGE,30,20,98
50,2020,72108,AVERAGE,31,0,98
50,2016,5220,AVERAGE,34,27,39
62,2012,54334,GOOD,32,38,98
72,2020,5220,GOOD,34,16,98
62,2005,33400,AVERAGE,30,0,98
64,2005,5220,AVERAGE,34,98,92
50,2020,99783,AVERAGE,32,98,84
91,2011,99783,AVERAGE,30,45,98
89,2005,98047,GOOD,31,0,98
57,2017,5220,AVERAGE,34,17,0
73,2018,5752,AVERAGE,30,0,74
50,2014,30574,AVERAGE,30,37,98
50,2005,8819,AVERAGE,34,35,37
74,2020,85324,GOOD,33,0,98
76,2008,55354,AVERAGE,32,96,98
98,2017,52091,AVERAGE,30,98,40
98,2012,21230,AVERAGE,31,46,49
54,2013,61212,AVERAGE,31,62,24
96,2020,9305,AVERAGE,34,0,76
84,2019,27520,GOOD,30,98,98
50,2013,99783,AVERAGE,30,47,46
56,2014,99783,AVERAGE,30,98,72
60,2005,5220,AVERAGE,30,26,50
50,2020,47646,GOOD,30,61,66
65,2005,40295,AVERAGE,34,15,56
58,2008,67760,GOOD,33,98,68
98,2018,5220,GOOD,30,0,98
92,2013,18933,AVERAGE,32,0,35
90,2020,69545,AVERAGE,33,19,79
71,2005,20568,GOOD,32,38,80
87,2005,32778,AVERAGE,32,54,47
75,2007,99783,AVERAGE,30,98,70
60,2007,50438,AVERAGE,32,98,17
74,2017,99783,AVERAGE,30,65,74
98,2017,5220,GOOD,34,15,50
84,2005,76013,GOOD,30,0,98
83,2020,99783,AVERAGE,31,98,46
74,2005,77619,AVERAGE,34,59,87
91,2014,5220,GOOD,32,0,20
80,2005,5220,AVERAGE,31,2,42
98,2014,99783,GOOD,32,51,42
98,2009,5220,AVERAGE,32,50,37
75,2010,32819,AVERAGE,31,60,76
89,2012,90102,AVERAGE,32,42,80
57,2012,8871,AVERAGE,33,98,76
50,2015,71256,AVERAGE,34,4,79
98,2006,5220,GOOD,34,9,98
50,2012,42950,AVERAGE,32,13,57
67,2011,10141,AVERAGE,33,64,62
61,2013,85135,AVERAGE,32,98,84
73,2005,30310,AVERAGE,32,18,0
52,2008,90834,AVERAGE,31,29,98
64,2005,59891,AVERAGE,30,55,34
56,2005,30830,AVERAGE,31,47,98
50,2013,22368,AVERAGE,30,11,86
87,2005,99783,AVERAGE,31,47,98
82,2005,40785,AVERAGE,30,0,57
97,2005,23209,AVERAGE,31,0,81
98,2005,34845,AVERAGE,30,0,81
92,2005,5220,GOOD,30,21,61
50,2011,41961,AVERAGE,31,0,98
53,2009,19921,AVERAGE,30,73,93
62,2005,45058,AVERAGE,31,48,70
76,2009,99783,GOOD,30,9,92
98,2015,87159,AVERAGE,32,1,84
98,2008,94318,AVERAGE,34,7,98
50,2005,91763,AVERAGE,34,0,98
55,2007,72201,AVERAGE,32,11,3
57,2005,22920,AVERAGE,32,20,0
64,2020,34837,AVERAGE,32,19,98
66,2020,5220,AVERAGE,32,19,98
77,2012,26846,GOOD,30,0,98
96,2009,5220,AVERAGE,31,98,53
94,2020,35035,AVERAGE,31,0,34
90,2010,66970,AVERAGE,31,0,91
75,2005,62253,AVERAGE,33,57,98
72,2005,5220,AVERAGE,34,2,86
98,2008,77034,GOOD,30,35,84
50,2010,41207,AVERAGE,31,80,98
90,2014,99783,GOOD,32,14,97
84,2016,66477,AVERAGE,32,0,0
50,2020,99783,AVERAGE,30,48,46
84,2012,5220,GOOD,31,41,22
50,2005,10278,AVERAGE,32,66,17
98,2005,30528,GOOD,32,0,68
50,2010,99783,GOOD,34,98,98
79,2005,5220,GOOD,31,0,98
50,2005,5220,AVERAGE,30,21,22
87,2005,99783,AVERAGE,30,0,65
52,2014,17180,AVERAGE,32,48,98
51,2008,21532,GOOD,34,38,98
53,2013,5220,AVERAGE,34,0,0
91,2005,43658,AVERAGE,34,5,98
62,2007,5220,GOOD,31,98,98
85,2006,99783,AVERAGE,32,98,54
59,2018,17793,GOOD,32,18,24
65,2014,26329,AVERAGE,32,39,98
80,2012,49505,AVERAGE,30,30,98
89,2013,5220,AVERAGE,31,3,98
50,2005,89456,AVERAGE,32,98,98
53,2005,23768,GOOD,30,98,18
51,2014,99783,AVERAGE,31,13,98
75,2012,90675,GOOD,33,7,62
76,2009,5220,GOOD,30,52,98
52,2012,48100,AVERAGE,33,0,50
51,2012,5220,AVERAGE,34,98,16
72,2012,5220,AVERAGE,32,0,42
98,2018,5220,AVERAGE,34,5,98
79,2010,99783,GOOD,32,46,98
91,2020,5220,AVERAGE,30,0,69
50,2007,14072,GOOD,30,98,66
98,2005,31766,AVERAGE,33,66,0
50,2014,99783,AVERAGE,31,98,61
50,2020,65168,AVERAGE,30,41,3
71,2010,76207,AVERAGE,30,0,65
88,2005,37254,GOOD,33,98,98
53,2020,48924,AVERAGE,30,40,34
74,2005,5220,AVERAGE,31,35,98
50,2012,67058,AVERAGE,31,70,49
67,2012,5220,GOOD,30,0,0
50,2005,40505,AVERAGE,34,98,43
64,2005,19476,AVERAGE,31,46,62
98,2020,5220,GOOD,30,17,62
70,2005,5220,AVERAGE,33,98,98
86,2005,5220,AVERAGE,33,0,1
71,2011,55326,AVERAGE,30,0,88
50,2005,79839,AVERAGE,31,47,70
54,2020,72948,AVERAGE,30,98,98
71,2009,59837,AVERAGE,34,0,54
50,2015,76001,GOOD,34,66,14
86,2005,55815,AVERAGE,33,98,73
50,2016,45778,AVERAGE,32,4,36
87,2014,46985,AVERAGE,34,7,60
50,2007,79311,AVERAGE,31,98,1
95,2008,5220,AVERAGE,34,0,64
86,2005,44308,GOOD,31,24,98
75,2005,17610,AVERAGE,32,24,14
79,2012,38025,AVERAGE,32,17,0
57,2010,99783,AVERAGE,32,0,26
70,2015,15841,AVERAGE,30,24,63
80,2017,99783,GOOD,30,12,98
68,2011,99783,GOOD,30,0,98
70,2005,5220,AVERAGE,34,22,32
54,2013,74724,GOOD,30,58,79
54,2015,99783,AVERAGE,33,98,35
85,2016,22612,AVERAGE,31,6,75
75,2009,40821,GOOD,33,1,59
50,2014,5220,AVERAGE,34,98,85
61,2020,83470,AVERAGE,31,0,98
80,2013,47581,GOOD,30,92,98
98,2020,85253,AVERAGE,30,68,55
83,2005,63554,AVERAGE,30,48,98
82,2005,55873,GOOD,33,0,68
68,2005,99783,AVERAGE,31,67,45
98,2019,20453,AVERAGE,32,0,75
93,2007,71984,GOOD,30,26,98
98,2013,23111,GOOD,33,58,98
90,2005,13110,AVERAGE,31,52,62
50,2014,47793,GOOD,30,25,53
51,2005,98440,AVERAGE,31,36,70
60,2005,90810,GOOD,33,32,45
88,2013,57333,GOOD,30,14,64
50,2015,87788,AVERAGE,34,48,37
76,2019,86810,AVERAGE,32,0,39
98,2020,71407,GOOD,31,52,66
50,2007,5220,AVERAGE,34,21,43
92,2014,58833,AVERAGE,30,98,78
57,2020,5220,GOOD,33,44,98
88,2008,67846,AVERAGE,32,0,98
50,2015,22566,GOOD,34,98,98
50,2012,36367,AVERAGE,34,79,0
98,2005,85327,AVERAGE,32,26,98
57,2013,5220,AVERAGE,33,56,98
86,2013,31652,GOOD,33,98,98
74,2006,23870,AVERAGE,33,29,81
72,2005,74146,AVERAGE,31,98,0
50,2010,5220,AVERAGE,34,17,78
78,2005,77186,AVERAGE,32,63,97
57,2008,33947,GOOD,32,0,98
50,2005,70806,AVERAGE,30,98,48
84,2005,38587,GOOD,32,0,98
83,2005,5220,AVERAGE,32,98,49
60,2005,60395,GOOD,31,0,23
65,2017,81195,GOOD,33,44,98
98,2009,11606,GOOD,30,0,98
62,2005,8088,GOOD,30,48,72
68,2005,78521,AVERAGE,31,69,78
67,2005,23047,AVERAGE,32,1,98
50,2010,15706,AVERAGE,34,64,98
71,2013,5220,AVERAGE,32,44,98
68,2005,99783,GOOD,33,54,98
87,2005,50966,AVERAGE,34,5,30
50,2005,12594,AVERAGE,31,61,17
53,2010,45109,AVERAGE,30,98,0
90,2014,5220,GOOD,34,0,53
98,2015,75099,AVERAGE,30,98,24
50,2007,25906,GOOD,30,0,23
50,2005,36664,AVERAGE,33,65,98
54,2020,83171,AVERAGE,34,32,43
57,2012,5220,GOOD,32,0,98
66,2013,86279,AVERAGE,31,0,98
96,2005,99783,GOOD,30,5,98
58,2019,25298,AVERAGE,33,0,43
50,2005,99783,AVERAGE,31,27,98
83,2020,78500,GOOD,32,0,98
66,2006,5220,GOOD,32,26,83
50,2005,52973,AVERAGE,30,98,78
98,2005,99783,AVERAGE,30,67,98
72,2019,24844,GOOD,33,0,54
62,2013,99783,AVERAGE,30,29,98
92,2005,63848,GOOD,30,73,5
91,2005,32702,GOOD,30,5,98
88,2005,93935,GOOD,31,8,80
50,2011,7620,AVERAGE,32,17,98
91,2008,5220,AVERAGE,31,54,30
69,2010,37970,AVERAGE,31,7,98
92,2020,53120,GOOD,32,94,98
50,2012,60578,AVERAGE,30,7,25
74,2020,5220,AVERAGE,34,51,74
98,2010,37994,AVERAGE,31,53,0
98,2014,5220,AVERAGE,31,43,98
98,2005,5220,GOOD,31,8,98
65,2008,96093,AVERAGE,32,11,98
50,2010,14438,AVERAGE,34,59,1
82,2009,34493,AVERAGE,31,14,98
50,2020,78446,AVERAGE,30,45,22
69,2005,44401,GOOD,34,25,70
62,2005,78321,AVERAGE,33,98,10
98,2015,59673,AVERAGE,31,98,93
93,2005,99783,AVERAGE,31,0,98
76,2006,54517,AVERAGE,30,0,79
84,2017,5220,AVERAGE,30,49,29
79,2005,46562,AVERAGE,33,2,24
80,2013,42356,AVERAGE,32,0,75
88,2006,53438,GOOD,31,0,88
72,2010,5220,GOOD,33,79,62
64,2013,15369,GOOD,33,39,6
70,2005,5220,GOOD,31,0,85
94,2006,5220,AVERAGE,31,98,67
82,2005,6940,AVERAGE,31,0,90
71,2016,5220,AVERAGE,33,0,98
72,2005,26897,AVERAGE,30,52,98
81,2005,62554,GOOD,30,0,98
84,2020,5220,GOOD,30,0,0
94,2011,12274,GOOD,30,98,98
98,2018,32600,AVERAGE,30,0,65
68,2015,36585,AVERAGE,33,63,42
68,2007,99783,AVERAGE,31,61,66
80,2018,19887,AVERAGE,32,13,98
83,2018,5220,AVERAGE,34,0,98
98,2005,5220,GOOD,32,3,61
71,2005,99783,AVERAGE,30,14,98
87,2005,20503,GOOD,30,84,66
50,2020,31078,GOOD,30,98,97
64,2008,83508,GOOD,30,0,98
59,2005,5220,GOOD,31,98,98
92,2015,5220,AVERAGE,31,43,78
82,2005,5220,GOOD,34,98,84
92,2005,99783,AVERAGE,31,8,98
58,2020,10732,GOOD,32,0,0
67,2009,21329,AVERAGE,34,69,98
63,2005,65800,AVERAGE,34,54,25
54,2005,5220,AVERAGE,33,98,98
89,2008,53197,AVERAGE,30,69,98
89,2019,39297,AVERAGE,34,0,24
73,2020,91783,AVERAGE,34,39,98
71,2005,20245,AVERAGE,30,0,65
91,2020,5220,AVERAGE,30,0,80
76,2011,24038,AVERAGE,31,14,25
87,2020,5220,AVERAGE,32,5,96
80,2005,45923,AVERAGE,34,0,98
50,2020,30395,GOOD,32,56,43
50,2005,5220,GOOD,33,0,30
77,2019,99783,AVERAGE,33,0,98
50,2012,23586,AVERAGE,34,27,98
53,2005,46868,AVERAGE,33,98,11
56,2013,29537,GOOD,34,43,98
98,2005,5220,GOOD,31,0,40
92,2005,56332,AVERAGE,31,0,80
82,2005,26395,AVERAGE,30,50,98
71,2012,17185,AVERAGE,30,51,7
59,2020,61279,AVERAGE,30,98,54
58,2014,22183,GOOD,33,1,3
50,2013,99783,AVERAGE,34,29,86
50,2020,5220,AVERAGE,30,98,38
50,2008,70299,GOOD,31,68,67
50,2006,93132,AVERAGE,31,44,98
75,2005,99783,GOOD,31,65,97
56,2020,85591,AVERAGE,31,17,98
50,2005,82709,AVERAGE,30,69,0
65,2010,26233,AVERAGE,32,56,40
50,2005,34167,AVERAGE,34,98,91
83,2019,27991,GOOD,33,70,98
95,2012,31858,AVERAGE,33,0,76
59,2019,5220,AVERAGE,32,11,32
75,2006,5220,AVERAGE,31,0,53
80,2005,5220,AVERAGE,33,98,98
98,2011,5940,GOOD,33,41,55
66,2007,17960,AVERAGE,33,0,98
70,2005,47330,AVERAGE,33,27,98
62,2005,26916,AVERAGE,31,62,98
50,2017,16622,AVERAGE,34,61,55
50,2005,74172,AVERAGE,30,43,63
58,2020,21590,GOOD,31,0,41
51,2005,5993,GOOD,34,0,86
53,2013,22657,GOOD,31,25,98
60,2007,5220,AVERAGE,32,0,31
59,2013,71849,AVERAGE,30,0,45
86,2013,57499,GOOD,34,89,45
98,2016,5220,GOOD,33,0,98
69,2005,99783,AVERAGE,34,55,24
79,2009,92040,AVERAGE,33,39,98
79,2005,22462,AVERAGE,31,1,51
98,2005,5220,GOOD,32,0,98
50,2014,5220,AVERAGE,30,54,98
64,2005,6142,AVERAGE,31,74,83
65,2013,5220,GOOD,32,10,80
92,2007,5220,AVERAGE,31,0,55
89,2005,5220,AVERAGE,31,0,98
98,2006,8158,AVERAGE,32,11,72
59,2011,14941,AVERAGE,32,0,81
92,2014,99783,AVERAGE,34,54,86
77,2019,91710,AVERAGE,31,23,77
74,2011,5220,AVERAGE,33,0,98
73,2006,26198,AVERAGE,30,5,92
98,2011,5220,AVERAGE,33,55,98
85,2006,83468,AVERAGE,30,28,41
50,2011,72962,AVERAGE,31,55,46
79,2020,99783,AVERAGE,30,19,78
59,2016,99783,AVERAGE,30,61,67
74,2005,5220,AVERAGE,32,0,88
54,2020,44583,GOOD,34,0,86
75,2005,90041,AVERAGE,34,63,98
89,2005,5220,GOOD,31,0,79
62,2015,63087,AVERAGE,31,24,98
58,2009,18297,GOOD,31,40,62
50,2005,29696,AVERAGE,32,0,98
98,2005,51831,AVERAGE,30,0,98
61,2005,84422,GOOD,32,0,98
98,2013,99783,AVERAGE,33,68,98
88,2009,5220,AVERAGE,31,54,64
98,2008,42840,AVERAGE,30,50,7
98,2005,14255,GOOD,33,28,98
63,2005,5220,AVERAGE,33,7,75
80,2005,88490,AVERAGE,30,16,66
78,2005,5220,GOOD,31,98,20
98,2012,21813,AVERAGE,30,53,79
98,2020,25488,AVERAGE,34,15,98
65,2006,38498,AVERAGE,31,43,0
65,2005,99783,AVERAGE,30,0,44
53,2014,54585,GOOD,32,68,0
87,2015,61274,AVERAGE,33,98,98
55,2020,40850,AVERAGE,30,0,95
57,2005,83173,AVERAGE,33,14,98
71,2007,5220,GOOD,33,62,98
50,2020,10180,AVERAGE,32,0,98
85,2005,51541,AVERAGE,31,66,98
94,2007,99783,GOOD,30,49,89
50,2005,63509,AVERAGE,34,68,98
93,2013,45191,GOOD,30,98,0
64,2015,95186,AVERAGE,33,98,98
50,2020,99783,AVERAGE,30,58,81
70,2005,5220,AVERAGE,34,0,76
66,2014,46672,AVERAGE,31,66,79
50,2020,99783,AVERAGE,30,98,98
89,2014,80322,AVERAGE,32,83,84
92,2013,5220,AVERAGE,32,33,67
50,2005,22012,AVERAGE,32,98,16
50,2009,46606,AVERAGE,30,70,98
98,2005,5220,AVERAGE,31,29,8
80,2005,65124,AVERAGE,32,66,0
62,2011,5220,GOOD,33,98,98
84,2012,99783,AVERAGE,32,0,55
50,2011,5220,GOOD,34,89,55
63,2008,5220,GOOD,33,37,14
70,2006,91733,AVERAGE,33,51,12
50,2013,61884,AVERAGE,34,69,50
50,2018,88007,AVERAGE,32,34,50
98,2005,29302,AVERAGE,30,70,98
60,2005,29225,GOOD,34,88,45
91,2005,37019,GOOD,32,22,68
84,2014,51626,AVERAGE,34,0,86
98,2012,99783,GOOD,32,41,98
90,2011,21083,AVERAGE,30,78,0
50,2020,71465,GOOD,30,98,98
50,2005,71514,AVERAGE,30,8,27
98,2012,13800,AVERAGE,33,98,63
58,2014,5220,GOOD,32,36,98
95,2005,19801,AVERAGE,30,17,72
60,2020,33531,AVERAGE,33,0,98
78,2020,29554,AVERAGE,30,31,98
84,2006,5220,AVERAGE,31,41,26
75,2020,99783,AVERAGE,33,98,98
50,2010,99783,AVERAGE,32,47,0
72,2020,17728,GOOD,31,48,0
63,2005,5220,GOOD,34,65,0
59,2013,68866,AVERAGE,34,74,0
98,2010,69420,GOOD,30,33,16
98,2020,20291,GOOD,33,10,81
78,2005,89429,AVERAGE,34,50,70
88,2011,73190,AVERAGE,33,0,98
50,2016,63222,GOOD,34,71,0
52,2011,5220,AVERAGE,32,69,0
71,2006,80787,AVERAGE,33,0,98
53,2011,20277,GOOD,34,20,72
98,2007,40977,AVERAGE,32,33,98
89,2020,80283,AVERAGE,33,11,84
92,2010,99308,AVERAGE,30,95,64
50,2018,28102,AVERAGE,31,8,14
75,2007,23168,AVERAGE,31,7,85
50,2014,84847,AVERAGE,34,77,24
76,2012,99783,AVERAGE,30,0,98
90,2005,14899,GOOD,32,65,74
73,2016,80118,GOOD,33,98,51
90,2014,5220,AVERAGE,34,57,53
74,2010,5220,AVERAGE,32,0,28
50,2005,46086,AVERAGE,30,45,98
50,2007,5220,GOOD,31,52,17
86,2012,49958,AVERAGE,30,70,67
54,2012,33940,AVERAGE,30,0,98
77,2005,5220,AVERAGE,33,35,98
50,2005,53652,AVERAGE,32,37,76
50,2005,53619,AVERAGE,31,59,81
50,2005,99783,AVERAGE,31,26,69
72,2012,5220,AVERAGE,30,37,98
98,2011,20688,AVERAGE,32,12,98
