AGE,NUMBER_OF_TRIPS,TOTAL_MILES_DONE,SPEEDING,SEATBELT,SAFETY_SCORE
54,13,222240,0,0,45
54,446,584962,18,36,45
46,770,999370,74,60,49
54,813,205134,49,66,73
18,59,6478,8,74,45
54,933,999370,0,47,70
45,993,604094,74,74,50
44,13,516199,69,59,60
48,13,284068,5,73,46
19,846,687580,12,74,45
45,993,999370,67,52,60
46,172,167862,54,39,61
54,993,726539,66,74,64
38,744,526898,9,19,73
48,719,999370,0,3,55
33,566,710403,7,64,69
54,187,829790,21,74,75
50,239,6478,74,74,45
44,993,518796,18,35,45
20,822,6478,65,22,57
54,114,20610,25,38,71
24,159,587880,0,74,47
54,217,135418,24,74,45
41,993,465983,61,74,45
42,52,506333,19,65,45
54,551,410910,32,74,45
54,462,6478,74,18,45
52,13,999370,57,66,98
18,474,999370,3,26,95
54,993,6478,9,74,45
30,435,849456,60,46,50
19,342,269565,0,23,60
35,502,544050,74,64,68
54,54,999370,11,48,51
53,13,6478,64,74,98
25,13,815786,7,32,72
48,541,40088,40,63,90
54,13,564140,50,48,98
47,405,393093,0,0,45
18,494,999370,58,25,45
54,993,6478,51,74,73
48,532,652305,35,0,59
18,13,739327,22,49,45
38,371,377241,26,30,75
21,700,418910,67,74,48
50,247,999370,19,36,45
18,13,500427,68,74,62
30,36,999370,55,74,45
54,474,401500,0,51,45
31,838,668294,8,69,49
47,324,6478,47,73,50
51,13,999370,7,0,63
41,13,249667,20,74,78
23,993,233469,17,74,77
54,409,587418,38,74,71
53,13,638479,18,59,45
44,466,710305,44,25,98
52,902,6478,29,72,45
31,681,561736,74,44,45
23,389,331283,11,74,45
44,707,318464,52,15,45
18,993,999370,38,37,77
54,13,324443,40,74,63
52,100,6478,74,55,60
50,993,34795,36,51,45
54,211,6478,62,68,45
54,202,462715,11,0,81
45,13,6478,30,69,62
40,13,699162,64,64,45
42,173,6478,48,74,64
23,13,360430,57,34,98
18,457,686725,0,58,49
19,13,585070,22,74,74
31,59,6478,6,44,45
47,745,6478,69,64,61
54,40,123699,0,71,45
29,436,685025,33,74,45
35,630,999370,58,0,45
54,638,351612,50,74,98
42,13,160736,22,10,45
51,13,716058,59,0,69
45,384,69668,0,74,63
20,520,586128,44,74,45
53,514,6478,24,58,59
20,13,631587,53,74,98
46,833,160682,15,31,75
40,866,385721,63,50,80
18,13,6478,0,74,45
31,512,112696,1,65,82
54,167,589870,42,0,45
54,519,158114,22,0,45
47,101,796001,46,74,53
47,993,545166,43,64,52
40,714,6478,26,74,61
48,993,6478,72,74,74
46,248,844491,19,74,64
21,13,700888,40,49,46
18,874,463600,0,34,45
54,185,999370,8,74,67
46,13,6478,0,3,98
46,13,6478,28,33,70
29,993,6478,64,8,45
29,668,999370,71,74,45
54,993,588278,15,74,61
44,96,289052,18,72,46
54,204,509561,13,74,45
18,993,969492,22,45,45
40,13,999370,66,29,68
54,13,649170,25,44,45
43,176,139497,23,39,45
42,959,6478,0,29,81
39,993,363319,0,63,71
41,993,420497,49,74,45
46,13,6478,0,74,61
18,46,307486,63,57,47
34,993,6478,19,74,61
31,993,538468,68,55,57
44,609,116511,35,62,67
26,236,716454,47,25,45
54,189,543412,30,59,85
28,13,168187,0,74,72
54,953,6478,53,74,67
54,264,402437,4,0,45
54,517,6478,50,26,45
43,646,6478,37,74,45
43,993,956574,0,74,56
44,35,675575,25,29,48
54,100,703559,15,32,60
18,993,544672,60,0,45
32,42,282034,6,52,45
18,740,461500,51,74,45
54,993,531648,55,21,74
54,13,767835,8,74,74
40,296,999370,5,74,63
54,698,322405,74,62,45
51,766,231960,0,57,45
39,142,233543,0,74,64
45,76,999370,0,30,72
35,993,412774,18,68,48
54,13,539440,43,70,45
44,628,147356,23,71,63
44,456,709711,6,70,45
42,565,676490,42,23,45
47,424,158579,11,58,50
46,109,652258,0,72,68
19,34,53888,43,68,45
54,543,999370,51,0,45
54,993,408207,5,0,45
22,13,114231,11,16,45
32,418,592948,29,57,45
35,479,147442,0,43,45
33,13,934047,67,10,73
37,13,130595,9,35,45
36,240,6478,9,51,62
28,246,109566,0,73,88
18,549,905122,14,31,45
48,218,999370,0,63,79
39,785,6478,74,74,93
54,464,374516,42,74,45
54,290,642026,0,38,45
54,13,97760,42,47,92
42,993,523831,74,33,64
39,342,357191,24,74,45
47,13,441225,32,17,78
43,695,727540,39,60,70
18,13,384694,47,44,47
37,993,999370,50,68,57
54,518,6478,10,74,45
54,395,323708,28,22,65
54,13,899265,0,74,45
39,177,452074,47,23,87
32,993,67012,41,74,45
54,364,999370,6,43,45
54,13,6478,0,74,47
18,993,135995,71,66,69
37,27,63960,22,72,45
54,737,6478,72,37,98
18,728,536879,24,33,45
54,993,999370,17,74,45
29,512,999370,33,1,45
18,532,558102,37,64,45
34,418,610694,64,58,72
42,993,999370,0,74,45
54,171,443722,0,74,77
37,705,326577,53,74,45
22,509,685616,42,58,45
54,47,6478,31,74,45
54,961,689939,11,0,45
54,13,6478,6,69,74
46,379,159908,45,51,98
23,993,999370,43,46,70
45,13,6478,27,63,90
18,389,6478,28,74,59
46,576,686509,43,51,45
53,84,628160,1,47,45
54,993,239263,0,74,45
42,993,6478,10,74,63
39,957,680537,0,71,45
27,13,512054,0,34,45
40,993,753537,27,74,69
29,772,737620,62,74,89
54,993,999370,74,66,67
34,267,999370,8,70,98
23,830,608922,41,74,64
25,77,526853,1,60,72
30,13,373203,74,0,98
43,993,608420,49,74,67
54,13,283172,35,65,59
51,993,68758,28,74,45
18,993,659629,69,53,60
54,439,264450,45,37,85
18,13,240230,25,74,45
54,910,677321,34,73,45
47,459,121794,9,65,45
54,993,625750,67,70,45
54,822,245514,24,74,45
36,648,725939,58,15,98
39,13,806948,73,26,98
48,993,530077,49,74,45
43,471,999370,74,49,45
27,13,706002,74,74,77
19,692,880659,8,49,45
33,89,6478,28,74,45
54,83,983650,5,74,56
19,433,999370,13,63,45
37,366,338878,10,21,56
42,13,528410,44,45,64
38,400,530393,13,24,98
40,605,629647,57,74,77
18,993,999370,73,29,53
38,37,6478,43,74,45
54,993,202471,74,64,63
47,738,548337,54,40,98
20,993,604872,17,6,71
45,993,201675,1,28,83
23,13,999370,0,66,45
48,142,959049,0,0,46
40,993,485926,48,74,45
54,840,95754,61,73,67
44,53,6478,0,70,45
46,993,384833,19,74,56
54,13,940144,41,68,45
54,993,732290,56,54,45
45,551,609121,50,74,71
18,212,458543,0,74,45
18,993,713704,59,74,55
47,706,6478,70,74,98
18,363,302887,0,64,45
54,717,118778,14,73,45
47,246,642875,52,74,98
54,752,999370,74,74,68
31,448,999370,47,64,45
46,112,731987,41,23,47
18,415,6478,25,66,63
54,993,6478,46,74,45
44,936,6478,22,74,49
54,741,737107,22,74,71
18,535,999370,71,74,45
47,287,541089,26,60,76
52,13,402524,30,0,64
50,407,679087,25,74,74
54,150,271359,21,21,45
45,131,219332,28,74,45
46,278,667628,25,44,72
46,38,636235,0,48,60
44,184,238981,46,69,75
47,522,445260,73,46,63
18,13,756276,9,0,95
24,64,6478,0,61,45
25,13,484241,9,72,54
31,993,594623,14,65,45
50,13,6478,35,73,53
43,24,281799,8,74,72
21,993,999370,23,71,45
46,266,673812,24,62,55
18,993,660601,53,74,45
40,70,58541,29,42,45
41,426,650922,35,0,45
43,993,545521,7,67,62
54,188,88019,10,71,57
37,993,970120,16,14,51
43,55,274794,68,74,84
47,993,6478,0,73,65
18,409,6478,31,22,83
54,988,6478,60,25,65
47,13,6478,64,74,66
38,58,493611,10,36,58
54,13,513297,46,70,45
29,993,6478,74,60,62
54,645,265662,74,12,53
54,993,999370,74,0,98
49,290,6478,32,74,98
32,181,552101,62,19,45
54,242,6478,54,35,45
39,499,603341,28,0,79
18,131,6478,19,72,45
25,13,999370,25,74,69
39,13,720480,27,19,45
34,144,920856,0,27,63
45,993,222380,56,33,75
18,35,6478,11,56,45
54,13,999370,0,35,98
18,13,622623,0,51,70
54,378,335636,74,51,75
54,993,999370,45,57,81
50,13,510385,7,61,45
18,223,295728,11,74,45
26,378,999370,0,0,45
36,172,169042,33,67,45
46,101,6478,70,67,62
41,984,999370,10,74,45
21,993,999370,4,52,45
36,710,999370,32,74,47
40,13,194410,0,57,56
34,205,387300,33,72,45
54,360,6478,0,56,70
54,661,272294,36,21,60
18,993,340266,27,6,98
18,552,909122,43,27,45
40,923,999370,38,14,47
33,87,130358,0,74,68
42,345,999370,58,74,77
21,992,498793,50,0,45
18,208,487420,26,35,63
36,654,267555,74,54,77
39,993,999370,14,46,45
37,13,659975,0,0,72
54,993,515841,53,74,63
18,993,366792,74,49,65
33,350,999370,0,0,45
54,335,193713,0,26,53
39,659,557425,0,54,45
54,572,203855,73,31,72
40,716,409397,69,58,45
27,990,68508,53,74,46
30,468,729584,62,7,45
54,56,533148,0,0,45
54,711,239102,41,74,60
24,225,173943,16,57,74
18,510,112957,3,74,61
45,459,415639,11,0,45
49,934,161509,0,44,45
54,13,35797,59,74,98
45,623,834040,62,0,94
18,114,581442,19,0,45
29,380,383387,4,74,93
18,13,6478,9,7,91
54,310,657039,21,40,51
30,558,284239,35,66,63
21,57,134557,36,64,88
54,38,53042,23,74,77
47,138,529611,61,73,69
37,993,161311,18,46,45
52,644,6478,74,74,46
54,705,450023,56,73,62
32,523,149167,50,43,45
39,993,984533,0,74,94
50,92,355934,74,68,71
52,900,456552,66,46,71
29,993,855824,31,74,45
39,283,890094,53,74,45
18,886,223688,52,73,52
54,993,6478,26,74,45
47,13,89017,0,70,59
48,993,6478,35,74,45
54,62,600391,11,72,45
44,543,6478,74,51,50
54,13,147192,0,74,98
28,993,580282,36,0,45
54,993,62894,36,0,87
18,56,957056,66,0,98
44,113,999370,33,45,45
18,993,277008,67,47,45
31,13,91219,22,74,45
54,879,6478,74,49,90
38,13,509995,0,74,45
54,693,251814,0,39,45
51,194,142445,0,74,86
18,13,203392,0,74,47
36,259,6478,44,12,71
42,993,126200,62,54,45
36,114,494416,24,50,55
18,197,974115,62,74,45
47,154,6478,9,54,61
18,580,674706,74,15,65
43,13,72003,22,39,45
51,993,553658,63,74,45
53,231,432479,17,30,45
47,13,6478,6,59,68
46,235,150314,19,74,72
54,993,148361,53,52,77
54,118,6478,61,67,45
51,13,367328,24,74,83
39,859,603330,51,74,98
41,183,999370,74,22,66
24,589,6478,13,74,45
20,427,379683,32,74,57
18,232,529604,52,74,45
39,13,557927,25,36,48
47,348,999370,74,54,75
52,581,6478,4,74,52
54,100,139042,56,26,58
18,678,663123,0,0,66
40,450,275848,0,23,45
54,275,30428,74,74,84
54,13,832638,9,0,63
46,826,617686,49,57,72
32,821,147959,74,5,91
40,993,6478,34,66,45
40,403,999370,0,0,45
18,607,999370,0,34,45
38,569,396432,0,73,98
33,522,400117,46,30,45
39,724,999370,52,32,73
49,13,460695,24,46,85
52,13,655721,0,3,64
54,399,574478,55,0,55
47,81,47461,14,74,45
28,993,6478,18,74,45
28,244,999370,11,61,45
39,613,637257,18,47,45
54,464,224089,54,74,45
54,230,77594,10,68,45
34,605,621101,74,32,45
38,13,999370,25,74,69
51,805,6478,42,74,45
41,13,666407,53,60,98
54,993,716242,24,63,45
18,927,408920,26,61,45
42,768,286082,29,0,45
47,387,174268,43,74,48
54,225,6478,10,68,45
18,230,619063,54,73,45
37,993,6478,36,16,58
18,244,315622,60,74,77
47,661,6478,0,56,74
35,13,6478,0,74,45
54,542,211444,28,74,98
48,340,6478,30,15,45
41,320,144839,10,74,53
47,738,999370,74,70,98
50,993,481223,38,59,45
45,598,335506,10,74,52
39,588,6478,27,73,45
34,590,671303,31,74,80
28,272,307562,0,0,98
54,993,690592,48,42,45
39,880,487053,16,74,92
41,111,6478,0,74,45
18,900,383760,0,62,45
46,59,999370,12,74,66
32,193,728062,19,74,53
24,320,682539,71,14,47
30,597,629221,43,15,45
54,13,571370,7,22,58
54,705,365403,17,74,60
54,829,928285,8,0,72
34,128,652250,19,53,45
40,13,653760,7,74,48
54,993,140914,60,45,75
33,174,999370,22,30,45
45,13,386337,30,55,67
41,13,699728,39,0,45
54,13,265777,0,5,83
42,13,69930,0,61,45
27,13,532649,47,44,45
47,663,999370,32,69,45
45,740,545138,0,29,45
54,578,669766,68,74,56
54,993,708634,16,21,45
31,13,505045,43,62,45
48,963,372788,24,46,58
54,465,6478,28,32,45
18,870,6478,45,60,61
34,662,6478,68,0,52
46,591,190446,1,74,70
47,98,6478,0,41,98
30,518,491301,34,74,45
40,85,999370,73,74,65
30,625,297756,11,62,79
18,13,994609,26,74,67
26,993,578022,74,0,52
44,993,999370,23,0,45
18,819,504280,41,37,80
47,993,6478,34,74,51
54,123,999370,33,69,45
35,13,224620,62,68,52
54,184,595390,14,40,45
54,154,388637,13,74,62
24,993,534758,74,0,82
54,641,570067,74,72,72
53,665,341649,45,35,76
21,13,649315,0,50,49
45,650,55957,0,35,53
26,13,999370,20,53,45
46,787,6478,62,24,66
38,354,546512,74,73,45
35,466,6478,0,74,62
48,13,6478,0,0,54
34,23,305044,51,63,69
54,993,279557,55,74,45
22,241,588968,49,65,84
30,705,101905,44,74,75
28,513,6478,4,74,76
44,665,514994,15,40,45
18,122,225309,13,74,71
54,477,6478,71,74,98
54,13,578379,19,41,45
39,222,758004,0,74,45
28,641,999370,23,41,57
40,993,140455,1,74,45
48,776,6478,25,49,53
47,563,956621,25,38,45
18,72,210201,30,74,45
31,993,742376,13,74,45
54,993,197520,51,74,62
18,458,475363,74,74,45
36,458,6478,0,74,53
42,297,196055,59,0,45
34,993,144226,41,74,49
44,849,558359,74,74,61
45,990,6478,22,4,69
30,993,689604,74,26,64
42,568,951757,60,33,56
20,153,999370,23,63,45
52,917,298403,35,67,64
18,57,701626,7,74,61
54,855,6478,19,74,73
54,28,6478,16,71,75
30,993,811426,36,26,63
44,993,319054,53,74,69
36,993,206207,32,74,64
22,209,538271,65,42,47
54,124,999370,33,0,67
18,81,222091,65,74,71
48,377,999370,0,0,63
47,652,962753,0,0,52
54,525,454711,53,45,54
54,13,997986,0,62,98
18,473,999370,74,66,65
32,97,657966,0,0,77
40,237,493459,15,58,45
41,789,213841,23,29,54
54,225,686886,35,74,68
41,13,803848,47,59,45
47,457,550320,35,32,64
54,341,335577,28,74,62
18,993,160940,55,74,64
54,13,676724,0,73,45
18,925,343027,0,69,74
54,251,354987,59,74,97
44,462,171847,27,74,98
52,590,935886,68,68,49
54,13,16939,47,67,74
54,221,377802,24,23,68
47,993,415175,8,22,64
34,114,6478,0,64,45
54,13,139377,72,31,45
54,13,891368,22,1,45
54,993,356501,0,74,68
27,993,999370,50,74,53
36,756,676305,38,49,45
28,13,6478,9,74,71
26,993,999370,41,24,64
25,816,614078,39,70,45
54,524,387126,0,28,69
28,993,999370,50,12,45
22,993,6478,37,36,54
39,517,197978,0,68,55
37,601,159308,10,48,63
36,439,999370,0,65,56
38,993,581467,52,71,80
54,61,98866,16,74,45
34,121,107631,52,74,45
30,565,999370,56,0,87
54,993,654176,23,74,73
19,993,366101,41,20,45
18,370,538740,29,2,45
22,13,991179,65,74,76
40,13,999370,20,28,85
24,195,631003,0,66,60
18,542,534487,26,43,63
43,332,656885,6,62,45
54,317,999370,27,23,47
23,492,839846,0,45,98
54,372,207841,13,50,60
18,639,6478,54,74,76
45,644,6478,52,37,78
36,13,301027,0,45,78
54,225,59299,2,73,45
37,728,816863,69,22,62
54,83,206328,25,57,45
54,993,6478,36,73,68
54,993,824802,55,46,49
44,993,994673,26,68,45
19,263,364430,23,74,45
42,13,730566,25,51,45
23,926,999370,0,36,52
47,305,999370,31,74,45
40,520,6478,0,74,61
42,362,500050,55,0,45
26,13,999370,24,44,98
44,723,237931,12,30,45
47,13,6478,29,39,68
46,13,6478,0,71,45
54,569,999370,74,45,65
33,466,324829,0,74,45
18,993,609474,67,74,45
46,737,6478,74,74,70
45,377,516708,60,74,94
54,401,688742,45,63,45
40,494,6478,16,74,45
54,254,914654,0,74,62
54,993,931255,40,46,64
54,993,6478,69,65,98
34,788,668382,48,39,45
44,469,999370,67,60,86
18,13,672257,22,33,69
26,725,6478,41,30,77
18,376,518570,51,0,45
18,687,685516,11,74,45
54,240,632657,46,74,45
46,686,999370,49,0,94
18,993,931162,0,72,79
41,817,374805,52,74,45
40,993,723020,74,74,45
26,792,625253,0,54,45
18,993,977319,49,25,74
45,993,999370,4,74,67
44,395,605958,0,52,53
28,993,557853,38,37,61
38,384,6478,73,74,81
18,193,587900,43,29,45
23,993,522688,49,34,66
54,727,999370,46,0,63
46,884,515863,74,74,45
18,13,593217,56,67,45
18,517,596170,33,18,45
18,487,563426,68,74,45
18,581,6478,20,74,45
45,180,511611,46,51,45
50,666,606644,24,62,45
54,36,19254,10,68,69
27,247,556574,10,64,72
44,993,50954,6,48,93
18,494,75789,7,74,45
41,253,999370,31,42,92
54,13,192611,68,74,66
48,993,896866,0,74,58
31,50,999370,74,74,66
30,13,6478,6,7,45
54,572,6478,53,46,51
18,779,174447,0,65,45
46,13,530235,50,74,95
54,13,6478,0,65,82
46,13,6478,12,74,62
26,173,690144,0,74,50
47,393,231238,14,65,69
54,332,249941,71,46,58
45,993,643433,32,50,59
18,184,974935,68,74,45
54,684,6478,19,74,63
21,140,266069,32,74,45
39,80,308288,0,14,45
28,574,387328,74,74,45
54,149,218340,7,74,45
42,993,9464,0,74,73
25,993,257611,45,74,45
18,777,683918,7,23,45
37,13,436890,0,41,94
33,963,346880,46,58,45
18,870,999370,53,38,98
54,83,425653,71,74,98
18,197,494891,49,0,45
37,993,6478,69,12,66
49,906,6478,17,16,61
42,523,444783,40,34,61
33,319,372890,48,74,98
54,129,743160,9,74,59
54,993,709572,6,45,45
54,44,865634,30,26,45
29,733,732324,55,12,49
19,476,999370,35,74,45
54,675,6478,15,74,98
49,677,417941,52,74,47
45,227,6478,10,69,45
54,621,499666,53,74,98
40,611,844279,0,74,47
43,387,6478,13,74,45
38,13,999370,69,67,72
43,180,6478,72,74,49
19,152,999370,31,0,45
43,593,6478,0,74,86
54,13,999370,71,53,62
54,348,6478,58,53,77
28,49,6478,31,74,53
54,60,6478,0,0,62
41,33,999370,0,74,45
54,141,193170,10,51,45
27,846,355088,37,74,45
54,993,999370,47,42,45
39,458,245961,40,70,52
47,43,716335,54,71,46
54,337,133920,51,0,65
44,349,476515,69,0,45
54,13,717360,34,26,58
24,455,197856,6,74,45
33,993,611379,52,74,45
54,258,584232,59,64,45
18,88,844222,34,74,68
33,500,180514,3,74,87
40,250,6478,0,70,48
18,149,732091,29,26,61
47,13,64113,74,74,98
21,993,306767,66,70,45
54,13,488304,0,74,61
54,993,28715,6,42,45
54,356,675996,16,74,71
31,234,78164,25,67,45
54,421,618026,0,0,68
54,13,244927,20,74,98
54,993,6478,0,74,66
50,175,6478,0,74,58
47,257,577410,31,20,98
54,306,336923,0,74,45
33,582,714168,74,66,45
48,993,457506,55,74,45
48,993,110973,45,74,72
44,993,6478,18,74,60
18,552,518666,57,36,45
47,598,999370,0,74,75
41,150,928390,0,17,45
54,993,232953,62,29,83
54,852,213974,51,74,96
44,427,6478,0,74,80
25,53,590083,72,74,45
18,545,6478,22,73,45
46,13,6478,0,74,45
43,993,396942,0,57,45
39,665,696493,5,26,45
18,165,807387,71,68,45
49,993,999370,31,10,45
47,946,6478,0,0,52
18,286,999370,0,74,45
42,993,999370,21,53,45
18,64,999370,26,0,76
54,993,274764,43,71,51
54,993,6478,49,74,75
46,993,6478,0,71,49
54,68,238861,39,71,45
48,993,6478,56,74,78
45,13,471707,24,7,76
22,874,999370,26,62,45
18,13,719874,24,22,45
47,447,356489,43,30,45
34,17,691511,74,74,54
34,506,520294,18,68,45
35,13,573570,20,25,50
51,478,374820,24,47,61
18,264,999370,74,52,45
40,993,83698,54,74,45
54,322,748962,37,74,45
18,551,552103,66,20,51
45,647,606840,38,66,45
18,255,6478,25,74,98
27,80,999370,4,0,55
18,108,6478,10,53,45
42,538,498948,30,69,50
54,993,6478,61,74,45
49,375,111081,14,74,62
18,167,189802,0,74,62
54,446,469563,59,60,76
54,656,665194,49,47,59
36,993,491638,0,0,45
45,561,562206,55,0,45
22,993,440189,58,74,75
52,993,723576,28,74,98
45,636,393700,53,72,63
41,993,6478,74,46,45
41,993,656816,28,39,45
39,142,97367,0,71,61
38,229,731493,53,73,45
54,514,131808,47,0,73
21,600,605021,0,74,45
27,605,105053,74,62,45
34,993,709186,54,16,69
53,13,105689,0,74,45
47,414,159013,0,74,56
41,13,386376,9,74,63
43,516,114789,74,74,86
39,13,77854,0,18,69
54,13,479669,15,74,45
28,13,999370,23,72,45
37,13,770465,6,34,48
54,332,6478,1,74,53
45,993,282225,65,72,67
54,13,6478,40,22,52
54,993,575907,55,74,45
33,263,424472,7,26,46
54,366,225977,32,62,66
44,680,475994,13,60,64
18,323,821147,37,71,49
19,457,190212,10,37,63
35,13,201681,13,0,45
45,993,999370,72,0,45
54,993,572127,11,52,61
54,13,393514,0,0,57
54,13,555650,0,74,45
18,359,712756,42,57,45
54,580,430797,0,74,98
36,407,635792,74,12,45
54,508,195409,0,69,45
54,726,696571,26,0,75
54,72,520469,24,74,45
18,13,208639,8,74,61
41,13,672570,0,32,73
54,207,424487,74,74,50
54,993,576285,46,74,62
54,993,29288,51,74,98
31,217,469153,35,74,45
41,13,11230,14,27,45
19,44,449638,55,74,72
35,269,324149,31,9,48
18,219,74501,48,49,77
38,604,491785,11,74,66
53,239,475245,28,74,45
28,928,6478,25,40,45
18,993,624472,60,74,63
18,13,193618,0,0,45
54,993,6478,74,74,77
54,16,6478,21,12,77
30,472,6478,28,17,74
47,13,51213,0,74,45
30,13,315440,0,0,63
47,993,502133,54,74,47
18,993,716610,0,42,45
54,13,593209,11,0,64
30,175,721598,0,74,68
18,316,576283,0,36,45
53,13,461203,0,74,45
54,932,966177,74,7,45
46,107,925965,40,25,54
28,325,317670,9,74,61
44,425,558405,9,74,45
43,170,6478,9,64,45
27,283,146794,60,25,70
43,993,238629,74,65,77
32,331,370422,56,52,72
18,900,6478,0,74,75
41,211,376493,17,72,49
39,712,725212,43,14,51
47,298,154804,37,74,98
54,13,6478,70,74,55
53,638,999370,0,17,98
18,759,999370,11,74,45
35,342,288572,74,70,45
18,993,6478,74,60,48
46,13,343928,38,57,57
24,270,77914,31,0,53
44,454,272591,18,74,48
41,873,6478,2,74,55
18,993,6478,37,74,45
46,573,764469,74,27,45
53,993,6478,74,74,45
48,820,415883,73,72,71
46,543,658886,0,30,45
52,283,475373,74,47,45
49,967,199126,20,74,62
27,426,6478,64,21,66
54,19,178223,9,74,72
54,484,713116,71,70,45
45,26,893741,24,0,48
54,862,683832,28,74,98
54,13,200482,74,34,98
23,510,641014,6,0,63
19,49,919294,0,74,96
54,455,280880,18,63,82
44,13,95080,0,74,78
45,276,415297,59,69,68
18,993,543048,59,42,66
54,957,999370,74,0,53
18,13,6478,1,74,61
25,663,6478,69,0,60
41,918,293422,11,74,45
54,993,350871,44,74,45
26,993,727602,0,48,45
45,127,90015,39,26,89
46,13,6478,40,59,60
35,993,528409,13,56,45
18,792,639876,10,52,60
48,993,241964,40,74,78
54,13,6478,7,74,75
53,48,122783,0,74,98
32,159,615930,0,0,45
33,993,999370,0,26,45
46,500,375826,72,22,45
44,193,6478,36,73,67
38,993,6478,50,74,45
45,993,999370,8,74,45
54,13,482250,54,0,62
54,600,214349,50,74,75
18,327,523908,9,70,45
46,318,6478,19,56,45
54,993,606906,72,37,45
42,13,483568,0,31,45
54,993,424554,46,70,95
39,504,6478,15,0,45
18,993,435844,57,36,73
18,693,227546,11,41,66
45,993,6478,39,65,71
54,993,269925,2,7,50
18,64,35658,30,74,77
35,13,38591,48,62,45
33,13,999370,0,36,45
45,202,6478,65,74,97
35,436,999370,15,0,45
45,330,258205,48,74,68
54,406,440943,0,34,45
18,993,592430,74,74,54
48,665,426617,33,29,98
18,993,653001,5,74,45
18,576,44429,20,74,45
44,569,97821,8,62,46
54,842,386682,67,53,98
54,310,6478,65,74,98
18,13,6478,0,74,80
25,85,579711,0,22,67
19,13,999370,13,32,54
44,993,999370,65,41,59
46,38,613856,18,42,45
54,993,463896,72,74,78
54,242,558047,0,27,45
47,335,6478,13,74,53
47,13,135575,3,74,98
18,140,81115,65,74,45
54,168,184056,24,74,98
54,293,386822,0,40,73
42,587,6478,0,51,67
18,680,565271,63,57,95
34,135,374918,14,44,46
52,13,256499,0,74,45
39,878,97080,51,0,47
48,13,6478,0,74,78
21,452,17731,60,72,45
21,500,447100,74,74,47
44,548,999370,54,44,61
48,993,999370,67,74,46
41,123,6478,26,68,66
21,578,772881,14,0,67
54,993,855680,27,74,49
32,13,488045,47,74,47
40,157,407852,74,74,69
39,62,633192,0,60,45
33,13,703312,0,74,60
42,993,694667,0,61,64
38,410,6478,41,34,98
28,13,208376,0,74,78
32,330,904836,58,0,47
54,412,271253,46,33,55
54,255,228589,26,25,75
54,993,6478,5,49,72
47,710,725201,20,71,45
20,621,6478,36,74,63
26,820,613007,54,40,45
42,492,6478,0,0,73
43,13,6478,7,67,66
54,363,714132,0,40,68
28,993,587569,0,74,45
54,993,365795,50,41,60
23,909,42930,31,74,68
21,218,722593,27,74,45
32,99,999370,29,74,45
22,66,999370,0,46,45
54,467,6478,74,24,96
54,306,812287,17,58,45
33,511,27398,72,74,83
18,81,676431,19,74,45
31,196,999370,22,74,60
54,13,6478,64,74,45
18,993,851432,33,66,98
37,636,999370,7,74,45
